id,best_item,ratings,num_of_specs,num_of_tags,num_of_users,avg_usage_time,num_of_reviews,sum_of_recommend,avg_review_len
347170,0,0,7,20,1,564.0000,0,0,0.0000
347230,0,0,1,3,17,5.5294,0,0,0.0000
347240,0,0,1,3,30,0.0000,0,0,0.0000
347250,0,1,1,3,22,0.0455,0,0,0.0000
347260,0,1,1,4,15,0.0000,0,0,0.0000
347270,0,0,1,3,23,0.2174,0,0,0.0000
347280,0,1,8,14,1,21.0000,0,0,0.0000
347350,0,1,1,3,128,0.7813,0,0,0.0000
347400,0,3,4,8,3,152.6667,0,0,0.0000
347430,0,3,4,7,314,110.4459,0,0,0.0000
347440,0,0,6,6,51,122.2353,0,0,0.0000
347470,0,1,6,9,4,138.5000,0,0,0.0000
347480,0,0,5,4,1,9.0000,0,0,0.0000
347510,0,3,4,5,92,141.5870,0,0,0.0000
347560,0,2,4,7,776,65.2461,2,0,593.0000
347580,0,-1,1,4,1,20.0000,0,0,0.0000
347590,0,1,2,3,38,147.9211,0,0,0.0000
347610,0,3,2,3,45,185.8444,1,1,54.0000
347620,1,4,5,12,47,1082.4468,2,2,228.0000
347660,0,1,4,12,14,0.0000,0,0,0.0000
347670,0,3,5,10,32,259.8750,1,-1,931.0000
347690,0,0,4,5,2,49.5000,0,0,0.0000
347710,0,2,4,4,8,172.7500,0,0,0.0000
347720,0,3,4,20,9,149.8889,0,0,0.0000
347730,0,1,4,7,11,98.0000,0,0,0.0000
347790,0,2,5,5,15,1.2000,0,0,0.0000
347830,0,3,5,15,323,696.7337,4,4,49.2500
347940,0,2,1,12,31,194.5484,1,1,14.0000
348000,0,0,1,3,6,0.3333,0,0,0.0000
348020,0,2,6,19,268,78.1903,0,0,0.0000
348030,0,0,3,6,12,732.1667,0,0,0.0000
348180,0,0,4,6,39,100.2821,0,0,0.0000
348190,0,0,3,11,10,0.0000,0,0,0.0000
348200,1,3,4,3,18,2071.2778,0,0,0.0000
348240,0,3,6,7,21,303.9048,0,0,0.0000
348270,0,0,6,11,12,91.1667,0,0,0.0000
348280,0,0,4,8,2,1.0000,0,0,0.0000
348290,0,0,1,2,38,4.7368,1,-1,729.0000
348300,0,3,4,6,50,101.8200,0,0,0.0000
348340,0,2,4,16,48,222.9375,1,1,217.0000
348360,0,2,5,19,106,132.5189,0,0,0.0000
348380,0,-2,1,4,20,15.8500,2,0,194.5000
348400,0,0,5,4,7,936.5714,0,0,0.0000
348430,0,1,5,8,27,3.6296,0,0,0.0000
348440,0,1,5,8,28,10.9643,0,0,0.0000
348450,0,0,2,6,4,9.7500,0,0,0.0000
348460,0,2,6,4,382,23.3901,4,-2,119.5000
348470,0,2,6,11,52,1352.2308,2,2,329.5000
348490,0,3,3,6,14,279.4286,1,1,2406.0000
348510,0,-2,5,7,2,264.0000,0,0,0.0000
348530,0,0,6,7,66,115.5758,0,0,0.0000
348540,0,0,4,7,91,209.0000,0,0,0.0000
348550,0,3,7,14,58,253.0862,0,0,0.0000
348620,0,3,1,9,399,18.9875,7,7,156.8571
348650,0,-2,7,3,21,162.8095,0,0,0.0000
348670,0,0,7,15,154,294.2662,1,1,46.0000
348700,0,0,6,6,173,28.6994,0,0,0.0000
348710,1,3,7,6,14,315.5000,1,1,846.0000
348730,0,-2,4,5,41,174.4634,0,0,0.0000
348790,0,0,2,4,132,0.3030,0,0,0.0000
348810,0,0,4,8,1,259.0000,0,0,0.0000
348820,0,3,6,5,4,9.5000,0,0,0.0000
348840,0,1,6,6,34,7.3235,0,0,0.0000
348850,0,0,1,10,2,240.5000,0,0,0.0000
348860,0,2,7,9,5,42.6000,1,1,1314.0000
348870,0,0,3,3,24,131.8333,0,0,0.0000
348950,0,3,2,3,22,340.7273,0,0,0.0000
348960,0,0,2,4,56,140.4107,1,1,573.0000
348980,0,-2,7,9,6,685.5000,0,0,0.0000
349020,0,0,6,4,27,135.1111,0,0,0.0000
349040,1,3,6,20,292,910.8733,9,9,161.7778
349060,0,0,1,2,33,1.1515,0,0,0.0000
349100,0,1,4,5,38,22.8158,2,2,815.5000
349140,0,2,3,7,44,185.5682,0,0,0.0000
349150,0,0,5,4,2,4.5000,0,0,0.0000
349210,0,2,0,4,113,4.0708,0,0,0.0000
349220,1,3,6,9,18,565.9444,1,1,482.0000
349240,0,0,1,4,12,55.2500,0,0,0.0000
349250,0,3,3,18,7,0.1429,0,0,0.0000
349260,0,2,12,6,56,265.1429,0,0,0.0000
349280,0,0,0,8,13,0.3077,0,0,0.0000
349300,0,3,3,9,3,241.3333,0,0,0.0000
349320,1,3,4,4,3,2464.3333,0,0,0.0000
349440,0,0,3,3,57,163.5439,0,0,0.0000
349450,0,0,5,5,15,7.6000,0,0,0.0000
349460,0,0,3,6,28,168.3214,0,0,0.0000
349480,0,2,6,20,1991,55.9679,7,3,81.7143
349500,0,2,2,16,163,119.3006,0,0,0.0000
349530,0,0,7,3,9,176.2222,0,0,0.0000
349540,0,0,3,4,30,188.7000,0,0,0.0000
349550,0,0,5,4,27,152.3704,0,0,0.0000
349580,0,0,2,10,214,185.5701,2,0,286.5000
349650,0,0,1,2,54,2.6296,1,-1,3.0000
349670,0,-2,3,6,5,8.4000,0,0,0.0000
349680,0,3,6,6,102,86.3824,0,0,0.0000
349690,0,1,5,5,11,840.8182,0,0,0.0000
349700,1,0,4,20,3020,136.3212,26,0,254.1923
349720,0,0,2,9,531,184.7721,1,-1,109.0000
349740,0,1,4,3,47,0.0000,1,1,104.0000
349760,0,1,3,9,8,30.3750,0,0,0.0000
349780,0,0,1,4,20,47.1000,0,0,0.0000
349840,0,-2,5,9,10,477.8000,0,0,0.0000
349950,0,0,4,5,57,121.9298,0,0,0.0000
349980,0,0,2,3,2,0.0000,0,0,0.0000
350010,0,0,4,16,96,186.7083,0,0,0.0000
350020,0,0,2,6,139,81.6978,0,0,0.0000
350070,0,3,4,11,19,192.6842,0,0,0.0000
350080,1,3,5,20,883,350.0215,8,6,853.7500
350090,0,0,2,4,17,10.8824,0,0,0.0000
350110,0,0,6,7,5,486.8000,0,0,0.0000
350150,0,2,3,12,18,179.8889,1,-1,253.0000
350210,0,1,6,7,6,40.3333,0,0,0.0000
350220,0,-2,5,9,12,76.5000,1,1,58.0000
350280,0,2,6,20,491,26.9532,0,0,0.0000
350310,0,0,6,3,20,640.1500,1,1,983.0000
350330,0,0,3,5,14,0.7143,0,0,0.0000
350490,1,-2,5,7,1,6606.0000,0,0,0.0000
350500,0,0,2,13,23,86.3043,0,0,0.0000
350510,0,1,1,5,47,0.5319,0,0,0.0000
350530,0,-2,3,3,19,16.2105,0,0,0.0000
350550,0,0,2,8,1,0.0000,0,0,0.0000
350600,0,0,7,8,15,277.8000,1,1,436.0000
350610,0,1,3,8,11,31.4545,0,0,0.0000
350620,0,2,5,9,34,9.3235,0,0,0.0000
350630,0,2,4,3,40,91.5000,0,0,0.0000
350640,0,2,5,14,10,314.1000,0,0,0.0000
350700,0,0,2,6,169,104.6272,0,0,0.0000
350710,0,0,1,3,2,0.0000,0,0,0.0000
350740,0,3,9,16,64,133.6094,0,0,0.0000
350770,0,2,4,7,9,102.4444,0,0,0.0000
350780,0,3,4,6,60,2.3333,0,0,0.0000
350810,0,3,3,8,99,245.0202,1,1,330.0000
350840,0,0,1,1,2,0.0000,0,0,0.0000
350910,0,3,8,20,9,58.8889,0,0,0.0000
350970,0,3,6,9,239,13.6025,2,-2,742.0000
350990,0,-2,1,10,119,5.4286,0,0,0.0000
351030,0,0,7,5,94,69.5957,0,0,0.0000
351050,0,0,4,3,22,3695.9545,2,0,333.0000
351060,0,-2,3,14,4,56.5000,0,0,0.0000
351080,0,0,2,10,10,201.7000,0,0,0.0000
351090,0,3,3,10,155,55.5355,3,3,332.3333
351100,0,3,9,20,5,266.8000,0,0,0.0000
351140,0,0,7,15,559,24.6494,1,-1,69.0000
351150,0,0,4,20,118,56.7966,0,0,0.0000
351170,0,0,8,15,1,732.0000,0,0,0.0000
351220,0,0,1,4,1,0.0000,0,0,0.0000
351230,0,3,9,4,12,182.3333,0,0,0.0000
351240,0,1,3,11,34,145.4118,0,0,0.0000
351250,0,1,7,6,257,84.0817,0,0,0.0000
351290,0,0,2,20,236,247.0466,14,4,512.7857
351300,0,0,4,10,4,151.5000,0,0,0.0000
351330,0,2,6,6,7,0.0000,0,0,0.0000
351340,0,2,2,7,87,230.4943,0,0,0.0000
351400,0,0,6,2,70,130.7000,0,0,0.0000
351410,0,1,1,3,30,18.6667,0,0,0.0000
351420,0,0,2,4,20,0.2000,0,0,0.0000
351450,0,0,6,3,49,107.3061,0,0,0.0000
351470,0,2,3,5,242,77.2810,0,0,0.0000
351480,0,3,9,20,46,109.0870,0,0,0.0000
351490,0,3,3,11,297,110.2559,0,0,0.0000
351510,0,3,4,8,138,184.8261,1,1,141.0000
351570,0,3,0,10,1476,1.8482,12,8,222.8333
351630,0,0,2,8,112,14.2232,0,0,0.0000
351640,0,4,1,20,1015,60.1872,16,16,349.1250
351700,1,3,2,15,19,414.8421,1,1,1013.0000
351710,1,3,5,19,439,561.4055,5,3,174.2000
351720,0,0,5,5,18,125.8333,0,0,0.0000
351730,0,0,3,10,57,9.6140,1,-1,458.0000
351790,0,2,1,10,340,23.4559,3,1,1161.0000
351800,0,2,1,10,874,22.0595,7,7,254.2857
351810,0,0,1,3,9,3.3333,0,0,0.0000
351820,0,1,1,3,47,0.6170,0,0,0.0000
351860,0,3,2,3,86,175.6395,0,0,0.0000
351870,0,2,2,3,83,61.1325,0,0,0.0000
351900,0,0,1,13,45,20.3111,2,2,51.0000
351910,0,0,5,8,33,209.6667,0,0,0.0000
351940,0,3,5,11,17,88.1176,0,0,0.0000
351970,1,3,6,20,266,1372.7293,8,6,278.5000
351990,0,3,6,11,95,196.9263,1,1,224.0000
352010,0,0,4,10,97,215.7113,1,-1,217.0000
352030,0,1,1,4,25,58.2400,0,0,0.0000
352050,0,2,2,2,2,1.5000,0,0,0.0000
352070,0,3,3,5,9,64.2222,0,0,0.0000
352120,0,0,3,2,13,134.4615,0,0,0.0000
352130,0,1,2,6,10,366.4000,1,1,1162.0000
352140,0,2,2,8,7,175.8571,0,0,0.0000
352160,0,0,2,5,280,16.6071,0,0,0.0000
352170,0,0,2,4,2,23.0000,0,0,0.0000
352190,0,2,6,3,52,158.1346,1,1,236.0000
352210,0,0,6,2,7,131.1429,0,0,0.0000
352220,0,2,4,9,31,290.8710,0,0,0.0000
352240,0,0,3,3,19,44.1053,0,0,0.0000
352360,0,2,8,10,40,11.1250,0,0,0.0000
352370,0,0,4,6,13,175.9231,0,0,0.0000
352400,1,3,5,20,395,725.5114,2,0,178.0000
352430,0,0,2,9,10,119.4000,0,0,0.0000
352440,0,0,4,4,9,154.0000,0,0,0.0000
352460,1,0,5,20,1076,189.4981,21,21,165.7619
352520,0,3,4,18,209,48.7177,1,1,334.0000
352530,0,0,2,2,1,0.0000,0,0,0.0000
352580,0,0,4,8,1,242.0000,0,0,0.0000
352620,0,1,6,6,49,99.3061,0,0,0.0000
352640,0,0,4,4,14,101.3571,0,0,0.0000
352700,0,3,5,7,232,74.7974,1,1,352.0000
352720,0,0,4,20,15,32.6000,0,0,0.0000
352740,1,0,3,8,3,2538.0000,0,0,0.0000
352750,0,0,3,4,17,4.2353,0,0,0.0000
352760,0,0,6,4,2,146.0000,0,0,0.0000
352780,0,3,3,15,26,1307.5385,0,0,0.0000
352790,0,0,7,20,7,20.2857,0,0,0.0000
352850,0,-2,3,8,2,26.0000,0,0,0.0000
352900,0,0,6,11,62,103.6129,0,0,0.0000
352950,0,-2,2,17,92,18.3696,4,0,219.5000
352960,0,0,5,5,15,201.5333,1,1,13.0000
353070,0,0,2,5,46,35.3043,0,0,0.0000
353090,0,3,11,6,46,348.9565,1,1,53.0000
353110,0,0,2,3,31,10.0323,0,0,0.0000
353130,0,0,1,19,791,23.0303,5,3,210.4000
353190,0,0,5,8,10,113.4000,0,0,0.0000
353260,0,0,2,2,1,30.0000,0,0,0.0000
353270,1,4,5,20,328,771.3079,6,6,192.0000
353280,0,1,1,4,2,42.5000,0,0,0.0000
353300,0,0,1,1,21,0.0476,0,0,0.0000
353330,0,3,3,6,31,297.0323,1,1,55.0000
353340,0,1,4,8,4,0.5000,0,0,0.0000
353360,0,3,1,12,882,10.5147,11,11,75.7273
353390,0,0,0,11,1,0.0000,0,0,0.0000
353540,0,3,4,5,3,406.3333,0,0,0.0000
353550,0,0,5,13,21,119.8095,0,0,0.0000
353560,0,3,1,17,286,56.1014,14,10,78.2857
353600,0,0,1,3,31,113.4839,0,0,0.0000
353610,0,0,1,2,35,3.5714,0,0,0.0000
353630,0,0,5,5,2,148.0000,0,0,0.0000
353640,0,3,4,20,50,324.7800,1,1,15.0000
353700,0,3,6,13,38,107.7895,0,0,0.0000
353790,0,0,1,7,8,0.0000,0,0,0.0000
353890,1,2,9,3,4,18798.7500,0,0,0.0000
353940,0,0,4,3,25,0.4400,0,0,0.0000
353980,0,1,2,10,18,131.7778,0,0,0.0000
354030,0,0,5,6,28,299.6071,0,0,0.0000
354040,0,0,5,8,33,183.0606,0,0,0.0000
354050,0,0,6,4,2,364.0000,0,0,0.0000
354140,0,3,1,20,820,165.5402,28,26,325.2857
354160,0,0,7,5,9,117.3333,1,1,440.0000
354180,0,0,3,10,56,178.5357,0,0,0.0000
354200,0,0,4,15,428,80.2710,0,0,0.0000
354230,0,2,3,2,6,314.3333,0,0,0.0000
354240,0,3,4,14,479,80.2965,4,4,125.5000
354280,0,0,3,4,1,164.0000,0,0,0.0000
354290,0,2,4,9,175,91.8057,4,2,269.7500
354310,0,1,2,5,4,347.7500,0,0,0.0000
354380,0,2,3,13,269,137.4312,3,1,1156.0000
354400,0,3,6,10,10,202.6000,1,1,105.0000
354430,0,2,3,6,261,14.8046,1,1,55.0000
354500,0,3,0,10,1036,1.4450,5,5,53.0000
354560,0,0,1,2,27,3.0741,0,0,0.0000
354600,0,1,2,4,1,0.0000,0,0,0.0000
354620,0,3,4,5,30,102.4667,0,0,0.0000
354640,0,-2,4,10,499,292.7776,3,-1,662.3333
354650,0,3,3,8,69,13.4058,1,1,331.0000
354680,0,3,1,13,49,37.9592,0,0,0.0000
354690,0,0,1,4,7,1.2857,0,0,0.0000
354720,0,0,1,5,13,3.3077,0,0,0.0000
354730,0,0,1,4,16,114.4375,0,0,0.0000
354740,0,3,5,4,10,123.6000,0,0,0.0000
354770,0,0,4,4,8,0.1250,0,0,0.0000
354810,0,0,3,2,3,0.0000,0,0,0.0000
354820,0,-1,1,2,20,7.0500,0,0,0.0000
354860,0,2,5,6,109,251.5872,0,0,0.0000
354900,0,3,5,7,96,7.7292,0,0,0.0000
354920,0,0,3,3,70,164.9000,0,0,0.0000
354930,0,0,6,3,32,136.0000,0,0,0.0000
354950,0,2,4,7,42,194.5476,0,0,0.0000
354960,0,0,4,6,54,159.5185,0,0,0.0000
354970,0,0,3,7,54,3.6296,0,0,0.0000
355000,0,3,0,1,223,274.0224,1,1,406.0000
355020,0,0,1,4,14,0.0000,0,0,0.0000
355050,0,3,7,8,28,221.0357,0,0,0.0000
355060,0,0,6,4,3,72.3333,0,0,0.0000
355070,0,0,1,9,199,8.4724,0,0,0.0000
355080,0,0,6,4,12,161.4167,0,0,0.0000
355090,0,0,2,2,1,0.0000,0,0,0.0000
355100,0,0,7,6,27,296.4444,0,0,0.0000
355120,0,0,2,4,33,3.9697,0,0,0.0000
355130,0,2,7,4,26,568.2308,0,0,0.0000
355140,0,2,3,7,1,46.0000,0,0,0.0000
355150,0,0,3,20,477,92.1614,2,0,103.5000
355180,1,3,8,20,3847,78.5500,26,10,340.6923
355240,0,2,6,20,77,56.8312,0,0,0.0000
355250,0,2,3,6,259,10.9691,2,0,124.5000
355270,0,3,1,5,60,1051.6000,0,0,0.0000
355300,0,0,2,2,11,0.0000,0,0,0.0000
355310,0,1,6,5,3,17.6667,0,0,0.0000
355350,0,1,4,4,7,246.8571,0,0,0.0000
355410,0,3,4,6,54,99.2593,0,0,0.0000
355420,0,1,1,16,2,21.0000,0,0,0.0000
355430,0,0,2,4,55,118.8545,0,0,0.0000
355460,0,0,6,4,1,0.0000,0,0,0.0000
355500,0,0,3,7,80,2.3875,0,0,0.0000
355510,0,0,2,3,22,0.4545,0,0,0.0000
355520,0,2,4,7,201,163.4279,0,0,0.0000
355530,0,3,4,12,262,54.5229,0,0,0.0000
355560,0,1,1,6,28,185.6429,0,0,0.0000
355630,0,3,4,5,17,34.4706,0,0,0.0000
355650,0,0,2,2,48,0.0000,0,0,0.0000
355670,0,0,2,2,1,0.0000,0,0,0.0000
355690,0,1,6,5,1,19.0000,0,0,0.0000
355760,0,0,3,11,34,104.5000,0,0,0.0000
355800,0,2,5,4,33,282.4242,0,0,0.0000
355810,0,-2,4,9,26,351.8462,0,0,0.0000
355840,1,0,4,20,4741,70.9196,26,6,512.6154
355860,0,2,10,9,19,79.1053,1,1,2583.0000
355920,0,1,4,5,12,181.3333,0,0,0.0000
355950,0,3,11,6,1162,0.0009,1,1,438.0000
355970,0,2,5,7,50,129.8600,0,0,0.0000
355980,0,4,5,5,22,187.5000,0,0,0.0000
356000,0,2,4,5,18,209.0000,0,0,0.0000
356040,0,2,6,20,457,302.3851,0,0,0.0000
356050,0,2,6,9,35,65.3429,0,0,0.0000
356070,0,0,8,7,30,131.8000,5,5,276.4000
356090,0,1,6,8,1,20.0000,0,0,0.0000
356100,0,1,5,4,3,30.6667,0,0,0.0000
356110,0,0,4,2,4,0.0000,0,0,0.0000
356130,0,0,6,14,331,27.7251,0,0,0.0000
356160,0,-2,1,4,20,0.0000,0,0,0.0000
356170,0,1,6,6,9,112.7778,0,0,0.0000
356180,0,0,7,17,12,60.0833,0,0,0.0000
356200,0,2,6,6,175,172.8971,0,0,0.0000
356210,0,2,1,3,7,1.1429,0,0,0.0000
356260,0,3,2,4,40,17.4750,0,0,0.0000
356270,0,2,3,3,40,89.5000,0,0,0.0000
356280,0,0,2,4,18,42.3333,0,0,0.0000
356290,0,0,3,1,33,31.9091,0,0,0.0000
356310,0,0,6,9,739,66.3951,1,-1,27.0000
356370,0,0,1,9,443,93.9278,1,1,260.0000
356380,0,0,3,6,48,63.1042,1,1,126.0000
356390,0,3,2,10,5,109.2000,0,0,0.0000
356420,0,3,8,8,30,191.7333,0,0,0.0000
356430,0,3,2,4,36,431.3056,0,0,0.0000
356500,0,3,3,9,409,67.1418,3,1,231.0000
356510,0,0,5,7,35,2.4286,3,3,168.6667
356520,0,3,3,9,187,14.9465,2,0,6.0000
356530,0,3,4,13,33,282.4242,0,0,0.0000
356540,0,0,4,6,32,225.3125,0,0,0.0000
356550,0,1,4,7,18,318.8333,0,0,0.0000
356560,0,1,4,7,17,383.7647,0,0,0.0000
356570,0,3,6,20,785,268.9898,5,5,324.6000
356580,0,0,2,12,41,21.4878,0,0,0.0000
356670,0,3,1,20,2144,50.7136,24,22,254.5417
356710,0,0,3,3,1,3.0000,0,0,0.0000
356730,0,0,4,6,10,202.2000,0,0,0.0000
356770,0,0,2,4,1,537.0000,0,0,0.0000
356790,0,2,7,10,34,126.3824,0,0,0.0000
356800,0,0,4,4,4,49.2500,0,0,0.0000
356870,0,0,2,4,11,1.4545,0,0,0.0000
356880,0,0,2,3,124,17.9677,0,0,0.0000
356890,0,2,7,15,47,104.9574,0,0,0.0000
356910,0,2,7,15,8,226.7500,0,0,0.0000
356940,0,0,0,1,1,0.0000,0,0,0.0000
357010,0,0,11,4,7,110.4286,1,1,703.0000
357030,0,0,6,5,5,1869.2000,1,-1,343.0000
357070,0,3,4,18,143,99.0420,4,2,284.0000
357120,0,3,4,11,27,225.8148,0,0,0.0000
357200,0,0,4,3,46,191.1739,0,0,0.0000
357280,0,0,5,4,203,156.5123,0,0,0.0000
357290,0,0,2,5,94,0.1170,0,0,0.0000
357300,0,3,5,5,279,64.3871,0,0,0.0000
357320,0,0,3,6,5,35.6000,0,0,0.0000
357330,0,3,10,15,30,383.2667,1,1,6.0000
357340,1,3,11,15,111,300.3514,3,3,195.3333
357370,0,0,2,7,60,67.8333,0,0,0.0000
357380,0,3,1,10,61,49.7869,2,0,484.0000
357410,0,3,0,4,14,15.2857,0,0,0.0000
357460,0,2,1,7,12,18.5833,0,0,0.0000
357470,0,1,1,6,53,39.4151,0,0,0.0000
357480,0,0,7,20,394,47.8858,11,1,70.0000
357490,0,1,5,5,10,351.5000,0,0,0.0000
357600,0,3,6,5,87,157.5977,1,1,53.0000
357650,0,2,7,11,46,83.1522,1,1,1190.0000
357670,0,0,20,10,35,101.8857,1,1,48.0000
357690,0,0,5,4,1,611.0000,0,0,0.0000
357700,0,1,6,4,16,24.9375,1,1,1109.0000
357720,0,3,5,8,44,143.8409,0,0,0.0000
357750,0,1,2,4,3,0.0000,0,0,0.0000
357770,0,-2,3,8,120,165.4667,0,0,0.0000
357780,0,3,3,5,239,164.8954,0,0,0.0000
357830,0,0,4,4,16,107.0000,0,0,0.0000
357890,0,1,7,10,10,287.0000,0,0,0.0000
357900,0,0,4,4,257,93.9689,2,-2,29.0000
357910,0,0,1,7,23,18.0870,0,0,0.0000
357920,0,-2,6,5,1,4.0000,0,0,0.0000
357930,0,0,1,3,95,4.5263,0,0,0.0000
357940,0,2,3,6,5,112.6000,0,0,0.0000
358000,0,0,2,3,15,0.0000,0,0,0.0000
358030,0,1,5,3,4,90.0000,0,0,0.0000
358070,0,3,3,3,5,32.8000,0,0,0.0000
358080,0,0,3,7,43,133.5116,0,0,0.0000
358090,0,3,5,20,140,182.2286,2,2,288.5000
358130,0,3,5,14,73,309.5753,1,1,94.0000
358170,0,2,2,4,165,0.5212,0,0,0.0000
358180,0,1,2,4,165,4.3152,0,0,0.0000
358190,0,1,2,4,176,1.4602,0,0,0.0000
358200,0,1,2,2,184,1.5598,0,0,0.0000
358210,0,1,2,4,166,1.9518,0,0,0.0000
358220,0,0,2,3,175,0.9200,0,0,0.0000
358230,0,0,2,4,175,0.6571,0,0,0.0000
358240,0,0,2,4,166,0.3855,0,0,0.0000
358250,0,1,2,8,178,6.5393,1,1,136.0000
358260,0,1,2,4,177,4.1412,1,1,271.0000
358270,0,1,2,2,211,5.6967,0,0,0.0000
358280,0,2,2,2,165,4.4909,0,0,0.0000
358290,0,1,2,4,177,1.4972,1,1,386.0000
358300,0,0,2,3,166,0.5000,0,0,0.0000
358310,0,0,2,4,181,0.4641,0,0,0.0000
358320,0,0,2,3,174,0.6552,0,0,0.0000
358330,0,0,2,3,167,0.4910,0,0,0.0000
358340,0,1,2,6,181,3.5414,1,1,37.0000
358350,0,1,2,3,177,0.6780,0,0,0.0000
358360,0,1,2,2,180,5.1611,0,0,0.0000
358370,0,1,2,6,181,2.0331,0,0,0.0000
358380,0,1,1,3,210,1.3762,0,0,0.0000
358390,0,3,2,3,174,0.7299,0,0,0.0000
358400,0,0,3,3,175,0.6914,0,0,0.0000
358410,0,1,2,4,178,3.5281,0,0,0.0000
358420,0,-2,2,2,165,1.1152,0,0,0.0000
358440,0,0,1,3,165,1.2909,0,0,0.0000
358460,0,0,7,10,15,137.7333,0,0,0.0000
358490,0,0,3,3,12,0.0000,0,0,0.0000
358610,0,0,2,4,38,1.6579,0,0,0.0000
358650,0,3,7,7,30,145.8000,0,0,0.0000
358700,0,-2,1,5,2,173.5000,0,0,0.0000
358760,1,2,4,5,1,11319.0000,0,0,0.0000
358770,0,3,2,6,30,75.7667,0,0,0.0000
358810,0,2,3,8,29,42.2069,0,0,0.0000
358830,0,3,8,13,9,182.5556,0,0,0.0000
358840,0,0,3,4,52,0.2500,0,0,0.0000
358960,0,3,9,9,85,73.0471,1,1,221.0000
359040,0,3,3,6,61,121.4590,1,1,798.0000
359050,0,4,4,18,1372,269.9599,28,24,344.1071
359060,0,-1,6,3,19,351.4737,0,0,0.0000
359070,0,0,1,4,2,0.0000,0,0,0.0000
359080,0,0,1,2,1,122.0000,0,0,0.0000
359090,0,0,1,2,58,0.3966,0,0,0.0000
359160,0,-1,1,4,16,1.0625,0,0,0.0000
359190,0,1,2,4,59,9.7797,0,0,0.0000
359220,0,0,3,5,78,99.5897,0,0,0.0000
359230,0,2,4,15,31,282.7097,0,0,0.0000
359250,0,0,3,5,40,134.7000,0,0,0.0000
359260,0,0,2,5,20,102.2500,0,0,0.0000
359280,0,0,5,6,21,159.6667,0,0,0.0000
359300,0,0,3,4,2,312.5000,0,0,0.0000
359310,1,3,4,18,213,394.6526,1,-1,195.0000
359320,1,0,10,20,2121,2457.4366,36,18,422.5000
359350,0,3,6,14,8,60.7500,0,0,0.0000
359370,0,-2,1,6,11,109.3636,0,0,0.0000
359390,0,3,5,13,66,467.1061,1,1,89.0000
359400,0,3,4,6,16,114.3750,0,0,0.0000
359410,0,3,1,7,21,112.1429,2,2,138.5000
359440,0,2,3,20,8,110.3750,0,0,0.0000
359450,0,0,6,20,5,228.0000,0,0,0.0000
359550,1,3,6,20,2556,3874.9652,95,45,271.4316
359560,0,2,3,5,39,157.5385,0,0,0.0000
359580,0,0,4,12,352,34.1648,0,0,0.0000
359600,0,0,3,8,24,131.6250,0,0,0.0000
359610,0,0,3,10,29,139.5862,0,0,0.0000
359620,0,2,1,5,3,0.0000,0,0,0.0000
359630,0,1,1,4,6,64.1667,0,0,0.0000
359650,0,3,1,5,10,32.9000,0,0,0.0000
359670,0,0,5,7,14,304.2143,0,0,0.0000
359800,0,0,2,16,716,27.8422,6,2,109.8333
359810,0,0,4,12,96,192.2396,0,0,0.0000
359840,0,3,12,13,5,148.8000,0,0,0.0000
359870,1,3,5,20,337,1401.0890,5,3,1060.0000
359900,0,0,9,10,104,177.0481,0,0,0.0000
359920,0,2,2,6,13,66.5385,0,0,0.0000
359960,0,3,9,5,389,17.5244,0,0,0.0000
360010,0,1,4,4,228,38.8289,0,0,0.0000
360040,0,0,2,5,28,137.9643,0,0,0.0000
360170,0,2,11,20,475,269.9979,2,0,304.0000
360290,0,0,0,4,2,0.0000,0,0,0.0000
360380,0,0,5,20,313,86.1693,0,0,0.0000
360390,0,0,5,4,48,83.4167,0,0,0.0000
360450,0,3,7,6,26,83.9231,0,0,0.0000
360510,0,0,3,8,29,129.0690,0,0,0.0000
360520,0,1,1,3,70,0.7429,0,0,0.0000
360550,1,3,3,4,12,561.0833,1,1,255.0000
360580,0,0,3,8,28,2.3571,0,0,0.0000
360590,0,-1,6,9,91,136.4945,0,0,0.0000
360600,0,0,2,2,6,0.0000,0,0,0.0000
360620,0,3,4,9,44,35.6591,1,-1,579.0000
360640,0,3,4,6,384,157.7865,3,1,93.3333
360650,0,3,4,5,159,166.5660,0,0,0.0000
360720,0,0,1,4,12,0.0000,0,0,0.0000
360730,0,2,7,6,243,155.5514,3,3,19.0000
360740,0,4,4,18,610,187.4852,5,5,243.2000
360750,0,0,2,4,59,0.1017,0,0,0.0000
360840,0,1,5,6,2,285.0000,0,0,0.0000
360850,0,1,7,3,15,110.5333,0,0,0.0000
360870,0,3,7,13,819,27.5336,4,4,325.2500
360890,0,0,3,6,5,18.2000,0,0,0.0000
360940,0,2,5,10,184,149.0815,8,-2,177.5000
360990,0,0,4,2,3,266.6667,0,0,0.0000
361020,0,0,1,3,11,24.0909,0,0,0.0000
361040,0,3,5,6,7,83.5714,0,0,0.0000
361130,0,0,4,4,10,18.9000,0,0,0.0000
361160,0,0,3,4,32,121.0938,0,0,0.0000
361190,0,0,5,4,211,153.8389,0,0,0.0000
361200,0,-2,3,7,20,166.8500,0,0,0.0000
361280,0,3,4,9,246,359.1992,1,1,100.0000
361300,0,3,9,20,40,178.2000,0,0,0.0000
361330,0,-2,4,11,2,3.0000,1,-1,49.0000
361350,0,1,7,7,3,162.6667,0,0,0.0000
361360,0,3,3,4,43,36.4419,0,0,0.0000
